Sample_ID,Collection,Coll_No,Plot_unit,Feature_Type,Feature_Name,Top_Depth,Bottom_Depth,Field_Number,Collection_Date,Date_Rounding,Collectors,Country_Name,NZMG_Sheet,NZMG_East,NZMG_North,Latitude,Longitude,Method,Accuracy,Site_Description,In_Situ,Rock_Description,Colour,Litho2014_strat_name,Informal_strat_unit,Rock_Types,Age_Min,Age_Max,Sample_Types,Lab_Sample_ID(s),Material(s),Part_Analysed,Analysis_ID(s),Investigator(s),Analysis_Method(s),Geochron_Method(s),Laboratory(s),Lab_Number(s),Analysis_Date(s),Analysis_Date_Rounding(s),Analysis_Publication(s),Analysis_Bib_Ref(s),Analysis_Comment(s),age_sample_result_Ma,age_sample_2sig_err_abs,SiO2,TiO2,Al2O3,FeOT,Fe2O3T,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,H2O_plus,H2O_minus,CO2,LOl,Majors_total,As,Ba,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Ga,Gd,Hf,Ho,La,Lu,Nb,Nd,Ni,Pb,Pr,Rb,Sc,Sm,Sr,Ta,Tb,Th,Tm,U,V,Y,Yb,Zn,Zr,He4_raw_nnc,He4_corr_nnc,He_R_Ra_raw,He_R_Ra_corr,He_R_Ra_cor_err,dO18,Rb87_Sr86,Sr87_Sr86,Sr87_Sr86_err_abs,Sm147_Nd144,Nd143_Nd144,Nd143_Nd144_err_abs,Lu176_Hf177,Hf176_Hf177,Hf176_Hf177_err_abs,Pb206_Pb204,Pb206_Pb204_err_abs,Pb207_Pb204,Pb207_Pb204_err_abs,Pb208_Pb204,Pb208_Pb204_err_abs,age_model_assumed_Ma,Sr87_86i_calc,Nd143_144i_calc,eNdi_calc,Hf176_177i_calc,eHfi_calc,Pb206_204i_calc,Pb207_204i_calc,Pb208_204i_calc,Petlab notes,Age_Num,Age,ReconLon,ReconLat,ReconAge,ReconPlateID,gridage,gridcrust,gridsubcrust,gridlith,gridsublith,gridsed,gridsubsed,gridserp,gridsubserp,gridslabtop,gridslabage,gridslabdip,gridslabthick,gridslabvel,gridslabsubage
106819,ANU (GA),2023,Horomaka,Surface,,,,,1968-01-01 00:00:00,Decade,"Stipp, J.J.",New Zealand,M36,2488937.00000008,5724172.99997035,-43.6912650236821,172.738475282135,,50.0,20 m above cliff forming ridge between Mt Herbrt Peak,Yes,basalt,,Akaroa Volcanic Group,Akaroa Volcano,basaltic,Miocene,Miocene,hand specimen,1656,whole rock,,16228,"Stipp, J.J.",geochron methods,K-Ar,ANU,GA2023,"January 1, 1968",Decade,Stipp & McDougall 1968,,,8.36,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,41,-171.17438072824297,-50.59522040682519,41.0,813.0,84.95590209960938,8.841623639455065e-06,0.0,3.825974999926984e-06,0.0,9.790214789973106e-06,0.0,0.0,0.0,1510.0,0.0,0.0,0.0,0.0,50.97763353913446
249206,Otago University (OU),19577,Horomaka,Surface,,,,A29,23012,Year,"Wright, J.B.",New Zealand,,,,-50.5227720531647,166.229407026915,,,"Auckland Islands. Ross Volcano, sea level, south side of Lindley Point",Yes,Olivine basalt,,Horomaka Supersuite,,basaltic,Miocene,Miocene,unknown,10607,whole rock,,139564;139595;139534,"Hoernle, K.;Hoernle, K.;Hoernle, K.",ICP-MS;TIMS;XRF,;;,Kiel U;Kiel U;Kiel U,;;,"January 1, 2006;January 1, 2006;January 1, 2006",Year;Year;Year,Hoernle et al 2006;Hoernle et al 2006;Hoernle et al 2006,,,16.7,0.1,47.39,2.44,13.68,,13.07,,,0.14,7.49,8.56,3.04,1.37,0.5,,2.15,,0.08,,99.91,,278,64.16,46.41,284.73,0.23,58.06,4.84,2.19,1.98,20.98,5.81,4.81,0.87,32.46,0.25,49.28,30.44,200.32,2.59,7.81,33.55,21.12,6.35,468.41,2.82,0.9,4.83,0.29,0.94,211.62,26.21,1.82,118.59,234.68,,,,,,,,0.703066,3e-06,,0.512897,3e-06,,,,19.376,0.002,15.621,0.002,39.237,0.005,,,,,,,,,,,23.03,41,179.7914705265861,-56.73936004349751,41.0,813.0,26.460979461669922,6.8008362177351955e-06,0.0,7.516477580793435e-06,0.0,1.1095460649812594e-05,0.0,5.132354935631156e-06,0.0,250.0,0.0,0.0,0.0,0.0,70.79921611904543
60026,GNS P (P),44143,Horomaka,Surface,,,,WI-1B,1983-11-01 00:00:00,,"Hayward, B.W. & Moore, P.R.",New Zealand,L01,2422050.00000027,6779599.9999525,-34.1851713165733,172.033336568892,,50.0,"Three Kings; West Island, small point at North end",Yes,Dolerite,,Houhora Complex,Houhora,basaltic & hypabyssal: basic,Cretaceous,Cretaceous,hand specimen & normal thin section & mineral separate:GNS box 221 & powder,129,whole rock,,3060;1591;30219,"Mortimer, N.;Mortimer, N.;Mortimer, N.",ICP-MS fused bead;XRF;geochron methods,;;Ar-Ar,WSU;Victoria U;UCSB,MOR727;;SB10-35,"July 10, 2000;January 1, 1991;December 1, 1996",;Year;Year,unpub as at Jan 2005;Palmer et al. 1995;,Mortimer et al 1998,Plateau not quite statistical isotopes on separate unleached powders (w tih different trace elements),60.0,,47.5,1.88,14.75,,10.53,,,0.16,7.42,12.01,2.04,0.85,0.24,,,,,2.27,99.65,bd,154.15,35.4,,368,1.24,80,4.2,1.95,1.61,17,4.6,3.42,0.78,17.04,,21.9,18.92,110,1.46,4.36,19.77,38.16,4.77,387.35,1.6,0.73,2,0.26,0.53,230.0,20.06,1.56,82.0,129.75,,,,,,,0.12,0.703391,,0.181,0.512843,,,,,19.068,,15.6,,38.871,,120.0,0.703186,,4.2,,,,,,,145.0,41,173.43798625658286,-46.620062963443694,41.0,8065.0,72.76860046386719,8.046321454457939e-06,4.133963284402853e-05,4.083128260390367e-06,2.5713966806506505e-05,2.012165350606665e-05,2.5141709784293198e-05,0.0,3.715091118232048e-05,260.0,28.254270553588867,24.016393661499023,67609.3125,0.01665068417787552,67.78641515209995
105416,Auckland University (AU),41624,Horomaka,Surface,,,,,34335,Decade,"Briggs, R.M.",New Zealand,S12,2691900.00000118,6440500.0000496,-37.22099684926,175.045956483633,,,Pinnacle Hill cone,Yes,basanite,,Kerikeri Volcanic Group,Bombay Basalts,basanitic,Quaternary,Quaternary,hand specimen & normal thin section,1487,whole rock,,14382,"Briggs, R.M.",geochron methods,K-Ar,HRI,S16-152,"January 1, 1994",Decade,Briggs et al. 1994,,,0.73,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,42,178.63478936617327,-48.409604236258545,42.0,8065.0,82.32630157470703,8.690004506206606e-06,2.4545499400119297e-05,3.911523435817799e-06,1.5201237602013862e-05,2.0676141502917744e-05,6.5616284246061696e-06,0.0,3.3900056413969034e-05,260.0,32.42142868041992,21.959243774414062,72420.8359375,0.00043512540287338197,56.49210768477263
105781,INS R (R),3718,Horomaka,Surface,,,,,1976-01-01 00:00:00,Decade,"Robertson, D.J.",New Zealand,S12,2697322.00000122,6452007.00005141,-37.1161751837083,175.103910924292,,,Otau Road cut,Yes,basalt,,Kerikeri Volcanic Group,Bombay Basalt,basaltic,Quaternary,Quaternary,hand specimen,1531,whole rock,,14850,"Robertson, D.J.",geochron methods,K-Ar,INS,R3718,"January 1, 1976",Decade,Robertson 1976,,age pub as 1.08 Ma recalculated for PETLAB using S&J77 decay constants,1.11,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,42,178.6273632578762,-48.29516660917144,42.0,8065.0,82.32630157470703,8.675066965224687e-06,1.642945881030755e-05,3.9143997128121555e-06,1.006962156679947e-05,2.0676141502917744e-05,4.304429921830888e-06,0.0,2.4036138921559113e-05,260.0,0.0,0.0,0.0,0.0,56.49210768477263
227267,other,TAN0713-37BS09 B1.1,Horomaka,Dredge,TAN0713-37BS09 B1.1,,,TAN0713-37BS09 B1.1,2007-01-01 00:00:00,Decade,"Dadd, K.A. & R/V Tangaroa",Offshore Regions,,,,-26.7819579567346,159.419944487687,GPS - Differential,2.0,"Gifford Seamount, Lord Howe Rise",Yes,Basalt,,,,basaltic,,,unknown,8366,whole rock,,103560;103548,"Dadd, K.A.;Dadd, K.A.",XRF;geochron methods,;other,ANU;Macquarie U,;,"January 1, 2011;January 1, 2011",Decade;Decade,;Dadd et al 2011,Dadd et al 2011,Associated volcaniclastic limestone (foram zone N8 Quilty 1993) dates volcanism,15.7,0.6,46.67,2.56,15.01,,,7.53,3.42,0.11,6.08,9.16,3.02,0.8,0.28,,,,,4.79,99.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,156.99872262168716,-44.077404778944974,42.0,869.0,24.939720153808594,6.759851657989202e-06,2.3407117623719387e-05,4.656784312828677e-06,1.1473782251414377e-05,1.4302065210358705e-05,1.9979702756245388e-05,0.0,0.0,1590.0,28.86780548095703,33.40852737426758,68339.109375,0.08957619220018387,92.21246129391135
105401,Auckland University (AU),41639,Horomaka,Surface,,,,,34335,Decade,"Briggs, R.M.",New Zealand,R12,2673600.00000105,6437500.00004908,-37.2517092714776,174.840525616975,,,Riverview Road cone,Yes,basanite,,Kerikeri Volcanic Group,Bombay Basalts,basanitic,Quaternary,Quaternary,hand specimen & normal thin section,1485,whole rock,,14362,"Briggs, R.M.",geochron methods,K-Ar,HRI,S16-154,"January 1, 1994",Decade,Briggs et al. 1994,,,0.64,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,43,178.460398592154,-48.57160571460024,43.0,8065.0,81.49801635742188,8.689599781064317e-06,1.6343482457159553e-05,3.907161499228096e-06,9.8436398729973e-06,2.366900116612669e-05,4.943697831549798e-06,0.0,9.491388659032547e-06,260.0,0.0,0.0,0.0,0.0,52.582393322836225
107114,other,DJR-394,Arc,Surface,,,,,1989-01-01 00:00:00,Decade,"Robertson, D.J.",New Zealand,S15,2696100.0000009,6356300.00003706,-37.9785927046193,175.116201208108,,50.0,"Pirongia, Bald Spur",Yes,basalt,,Pirongia Volcanic Formation,Pirongia Volcanics,basaltic,Pliocene,Pliocene,,1687,whole rock,,16610,"Robertson, D.J.",geochron methods,K-Ar,INS,,"January 1, 1989",Decade,Briggs et al. 1989,,,2.06,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,43,179.2554544996809,-49.12143155346606,43.0,8065.0,81.55229187011719,8.69544965098612e-06,1.609203354746569e-05,3.907832706318004e-06,1.0550012120802421e-05,2.366900116612669e-05,4.096253064744815e-06,0.0,2.2413591537391455e-05,260.0,28.556127548217773,23.580610275268555,67969.3203125,0.013152139261364937,57.790616290899735
106818,ANU (GA),2022,Horomaka,Surface,,,,,1968-01-01 00:00:00,Decade,"Stipp, J.J.",New Zealand,M36,2474898.00000019,5721724.99997009,-43.7127754316838,172.564196240752,,50.0,"Ahuriri-knob of columnar basalt in paddock, 200 m S of highway 75",Yes,basalt,,Diamond Harbour Volcanic Group,Diamond Harbour Group,basaltic,Miocene,Miocene,hand specimen,1656,whole rock,,16227,"Stipp, J.J.",geochron methods,K-Ar,ANU,GA2022,"January 1, 1968",Decade,Stipp & McDougall 1968,,,8.4,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,43,-170.78379173090056,-50.8531181652829,43.0,813.0,83.05095672607422,8.815531145955902e-06,0.0,3.827967248071218e-06,0.0,9.29842826735694e-06,0.0,0.0,0.0,1510.0,0.0,0.0,0.0,0.0,50.202422999726444
63155,other,TAS-85-181,Tasmantid,Dredge,Franklin 3/85-DH4,1150,1250,TAS-85181,31206,Year,"Duncan, R.A. & Eggins, S.M. & McDougall, I.",Offshore Regions,,,,-30.7849453325852,155.35000389559,Location name,500.0,Seamount - Derwent Hunter,Almost,Large conglomerate block with basalt cobbles up to 15cm across,,,,"basaltic & rudaceous (cgl, br)",Pliocene,Miocene,unknown,,whole rock,,,"McDougall, I.",geochron methods,Ar-Ar,,,,,McDougall & Duncan 1988,,,15.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,43,153.76915163858774,-49.13290748166744,43.0,801.0,9.7112398147583,6.257088898564689e-06,6.378975194820669e-05,5.180709649721393e-06,4.374939567242109e-05,1.556520328449551e-05,1.3509371001418913e-05,2.7914977865293622e-06,1.7329405990950575e-05,1590.0,27.972517013549805,32.594669342041016,277432.1875,0.08456295728683472,100.16908545989871
125909,GNS P (P),79818,Arc,Surface,,,,LS1,40220,,"Foley, F. & Turnbull, I.M.",New Zealand,B47,2039822.36203875,5386753.09329367,-46.5703959273922,166.865367832868,,20.0,"Little Solander Island, intertidal zone, extreme E end island",Yes,"Plag, amph porphyritic andesite",N 7,Solander Island Volcanics,Solander Lava,andesitic & lava flow,Quaternary,Quaternary,hand specimen:GNS & powder & extra:GNS box 157 & extra:Macquarie U,7866,whole rock,,99877;95932;99957,"Mortimer, N.;Mortimer, N.;Mortimer, N.",XRF;ICP-MS dissolution;ICP-MS fused bead,Ar-Ar,WSU;ALS Brisbane;WSU,0212MOR;BR12088276;MOR326,"January 10, 2013;January 21, 2012;January 20, 2013",;;,Mortimer et al 2013 J Geol,,"Duplicate check4 acid digest, ME-MS61",0.036,0.014,58.61,0.88,16.35,4.45,4.77,,,0.09,3.76,7.74,4.17,2.71,0.57,,,,,0.18,99.34,1.2,807,184.42,101.0,53,0.41,10,3.81,1.48,3.54,21,7.5,6.23,0.64,91.31,0.19,18.66,84.15,35,5.33,22.16,49.6,13.5,12.72,2127.0,1.13,0.83,20.16,0.21,5.24,141.0,16.61,1.26,42.0,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,44,-179.71126395758773,-54.17619733295459,44.0,81315.0,73.14044952392578,7.808121154084802e-06,4.5196476094133686e-05,3.9481446947320364e-06,2.607500573503785e-05,2.145809048670344e-05,1.1060487508984806e-05,0.0,0.0,1510.0,15.450424194335938,23.501983642578125,49996.13671875,0.017043691128492355,66.09869982273979
105431,Auckland University (AU),41606,Horomaka,Surface,,,,,34335,Decade,"Briggs, R.M.",New Zealand,R12,2686200.00000115,6432900.00004841,-37.2906492503512,174.983698991602,,,Smeed's Quarry,Yes,basanite,,Kerikeri Volcanic Group,Franklin Basalts,basanitic,Quaternary,Quaternary,hand specimen & normal thin section,1488,whole rock,,14398,"Briggs, R.M.",geochron methods,K-Ar,HRI,S16-148,"January 1, 1994",Decade,Briggs et al. 1994,,,0.77,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,44,178.68839276069346,-48.64237930072541,44.0,8065.0,62.60057067871094,8.737431926419958e-06,1.6294965462293476e-05,4.162646746408427e-06,1.022717651721905e-05,1.5237473235174548e-05,4.712904683401575e-06,0.0,1.2430822905232882e-05,260.0,0.0,0.0,0.0,0.0,56.49210768477263
105903,Otago University (OU),36176,Horomaka,Surface,,,,36176,28856,Decade,"Adams, C.J. & Beggs, J.M.",New Zealand,,,,-52.5611,169.05,,100.0,"Menhir, near summit 200m, Campbell Island",Yes,alkali gabbro intrusive,,,Menhir Gabbro,hypabyssal: basic & gabbroic,Miocene,Miocene,hand specimen & normal thin section,1552,whole rock,,139575;139601;139545;15102,"Hoernle, K.;Hoernle, K.;Hoernle, K.;Adams, C.J.",ICP-MS;TIMS;XRF;geochron methods,;;;K-Ar,Kiel U;Kiel U;Kiel U;INS,;;;R3976,"January 1, 2006;January 1, 2006;January 1, 2006;January 1, 1979",Year;Year;Year;Decade,Hoernle et al 2006;Hoernle et al 2006;Hoernle et al 2006;Adams et al. 1979,Was 16+/-0.8Ma,,7.5,0.3,49.92,2.27,15.86,,11.65,,,0.17,4.36,5.96,5.06,2.14,0.64,,2.09,,0.15,,100.27,,573.7,98.57,35.28,63.28,0.68,36.31,5.64,2.49,2.7,25.87,7.36,7.41,0.99,51.83,0.29,64.8,44.47,68.6,3.68,11.78,44.49,12.69,8.6,551.64,3.98,1.1,6.97,0.33,2.01,138.74,30.45,2.04,147.92,394.28,,,,,,,,0.703195,2e-06,,0.51291,3e-06,,,,19.517,0.003,15.602,0.002,39.268,0.005,,,,,,,,,,,23.03,44,-176.99739396215435,-59.360504388251094,44.0,813.0,38.74430465698242,8.07201286079362e-06,3.9159976040537003e-05,4.782281394000165e-06,1.905058320517128e-05,3.864846348733408e-06,2.696666024348815e-05,0.0,8.759000913398663e-06,1590.0,34.20644760131836,33.404075622558594,74384.453125,0.08226434886455536,-1.0
106828,ANU (GA),2032,Horomaka,Surface,,,,,1968-01-01 00:00:00,Decade,"Stipp, J.J.",New Zealand,M36,2484769.0000001,5727115.99997068,-43.6646511004377,172.686915936442,,50.0,"N end of Tableland Spur, uppermost flow",Yes,basalt,,Akaroa Volcanic Group,Akaroa Volcano,basaltic,Miocene,Miocene,hand specimen,1657,whole rock,,16240,"Stipp, J.J.",geochron methods,K-Ar,ANU,GA2032,"January 1, 1968",Decade,Stipp & McDougall 1968,,,7.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,44,-170.35020045814326,-50.948680799197696,44.0,813.0,81.9935073852539,8.806280675344169e-06,0.0,3.826185547950445e-06,0.0,8.410820555582177e-06,0.0,0.0,0.0,1510.0,0.0,0.0,0.0,0.0,56.1059061173208
105344,Auckland University (AU),44036,Horomaka,Surface,,,,,33970,Decade,"Smith, I.E.M.",New Zealand,P05,2590700.00000069,6662000.00006393,-35.2411253088064,173.877580403228,,,"Okaihau, Puketotara Road, flow",Yes,hawaiite,,Kerikeri Volcanic Group,Northland Basalts,trachytic & andesitic,Quaternary,Quaternary,hand specimen,1479,whole rock,,14301,"Smith, I.E.M.",geochron methods,K-Ar,HRI,AU44036,"January 1, 1993",Decade,Smith et al. 1993,,,1.33,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,46,176.3768637616552,-47.5893201370415,46.0,8065.0,35.888511657714844,7.693084626225755e-06,1.633335978112882e-05,6.641382697125664e-06,1.0246827514492907e-05,9.328263331553899e-06,5.343843440641649e-06,4.9528651870787144e-06,1.7869419136093906e-05,250.0,0.0,0.0,0.0,0.0,56.44450505750642
105408,Auckland University (AU),41632,Horomaka,Surface,,,,,1994-01-01 00:00:00,Decade,"Briggs, R.M.",New Zealand,R12,2686400.00000121,6452800.0000515,-37.1113362702092,174.980846275282,,,Drury Hills cone,Yes,quartz-tholeiitic-basalt,,Kerikeri Volcanic Group,Bombay Basalts,basaltic,Pliocene,Pliocene,hand specimen & normal thin section,1486,whole rock,,14371,"Briggs, R.M.",geochron methods,K-Ar,HRI,S16-153,"January 1, 1994",Decade,Briggs et al. 1994,,,2.09,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,46,178.8232765361819,-48.86815936434875,46.0,8065.0,36.21189498901367,7.745958100713324e-06,2.4299361939483788e-05,6.954800028324826e-06,1.5313965377572458e-05,1.0688669135561213e-05,6.374468284775503e-06,5.04130944609642e-06,2.3202530823054836e-05,260.0,31.662809371948242,23.323942184448242,71569.4453125,0.010582954622805119,56.49210768477263
107805,other,RMB-S10-52,Horomaka,Surface,,,,,32509,Decade,"Briggs, R.M.",New Zealand,R15,2687100.00000091,6365700.00003838,-37.8958290564678,175.011315349902,,50.0,Vandy Road,Yes,basanite,,Okete Volcanic Formation,Alexandra Volcanics,basanitic,Pliocene,Pliocene,,1782,whole rock,,17617,"Briggs, R.M.",geochron methods,K-Ar,HRI,S10-52,"January 1, 1989",Decade,Briggs et al. 1989,,,2.54,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,46,179.40540074864413,-49.55475006053111,46.0,8065.0,34.71171951293945,7.52280539018102e-06,1.6003761629690416e-05,6.867102456453722e-06,1.1060687029385008e-05,1.2551467079902068e-05,4.876120556218666e-06,5.011829035356641e-06,2.0052624279938288e-05,260.0,0.0,0.0,0.0,0.0,58.69075113697281
118411,other,MARE-MA017,Horomaka,Surface,,,,MA017,1975-01-01 00:00:00,Year,"Daniel, J.",New Caledonia,,,,-21.515,168.05,,10000.0,Ile Mare,Yes,Basalt,,,,basaltic,Miocene,Eocene,unknown,24823,whole rock,,29445,ORSTOM,"AAS, XRF, TIMS",K-Ar,BRGM,,1976-05-29 00:00:00,Decade,Baubron (1976) Bull BRGM,,,9.8,0.5,46.8,2.03,16.35,,,3.0,6.85,0.17,6.45,9.8,3.4,1.25,0.47,,1.88,0.47,,,98.92,,,,,,,,,,,,,,,,,,,,,,17.6,,,609.0,,,,,,,,,,,,,,,,,,0.71,0.001,,,,,,,,,,,,,,,,,,,,,,,56.0,46,164.9115176938234,-36.97873412135731,46.0,844.0,21.4924373626709,6.610690888919635e-06,0.00010116503881363315,6.228422535059508e-06,7.777103746775538e-05,4.219053153065033e-06,5.512271764018806e-05,4.864422138780355e-06,0.00031512903569215175,1140.0,20.366500854492188,22.505517959594727,57401.65625,0.0056110648438334465,57.094009119456885
106789,INS R (R),9607,Horomaka,Surface,,,,,1983-01-01 00:00:00,Decade,"Adams, C.J.",New Zealand,,,,-50.8167,166.1167,,500.0,"Emergency Bay, Auckland Islands",Yes,basalt,,,Carnley Volcano,basaltic,Miocene,Miocene,hand specimen,1653,whole rock,,16194;16195,"Adams, C.J.;Adams, C.J.",geochron methods;geochron methods,K-Ar;K-Ar,INS;INS,R7022;R7022,"January 1, 1983;January 1, 1983",Decade;Decade,;Adams 1983,,,26.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,46,-179.53033137754878,-57.53567939893026,46.0,813.0,32.816856384277344,7.507890586566646e-06,2.3489645172958262e-05,4.378320682008052e-06,1.1369009598638513e-05,5.334714842319954e-06,1.2575504570122575e-05,0.0,7.487972837112638e-06,1590.0,0.0,0.0,0.0,0.0,22.625720362789668
223242,GNS P (P),83225,Horomaka,Dredge,TAN1312-d27,1981,2221,D44-TAN1312-d27B,41585,,"Bache, F. & DRASP & Mortimer, N.",Offshore Regions,,,,-34.7358610865357,165.68691461592,GPS - Field,,D44 - Lord Howe Rise,Unknown,"Amygdaloidal olivine basalt. 15% ol phenos, 10% cc amygdules.",,,,basaltic,,,,,whole rock matrix,,139956,"Mortimer, N.",geochron methods,Ar-Ar,UCSB,"SB67-29,60",43101,Year,Mortimer et al 2018 GSLSP 463,,Medium quality,27.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,168.6578373616545,-50.317017798070765,46.0,833.0,38.92488098144531,8.282385351776611e-06,6.025001584930578e-05,5.672253337252187e-06,3.8486518860736396e-05,5.241095550445607e-06,2.0276203827052086e-05,3.7664519390091303e-06,1.4356434812080043e-05,220.0,18.011934280395508,22.6873722076416,53981.54296875,0.007758478168398142,-0.9999999999999999
105532,Otago University (OU),20552,Horomaka,Surface,,,,,1973-01-01 00:00:00,Decade,"Coombs, D.S. & McDougall, I.",New Zealand,I44,2313535.0000015,5487202.99995148,-45.7973100030463,170.474448683422,,,"Second Main, Swampy Hill Section",Yes,picritic alkalic olivine basalt,,Dunedin Volcanic Group,Dunedin Volcanic Group,basaltic,Miocene,Miocene,hand specimen,1500,whole rock,,14516,"Coombs, D.S.",geochron methods,K-Ar,ANU,GA1466,"January 1, 1973",Decade,McDougall & Coombs 1973,,age pub as 11.3 Ma recalculated for PETLAB using S&J77 decay constants,11.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,47,-172.73980165640188,-53.246103136429646,47.0,813.0,80.1987075805664,8.823260031931568e-06,2.4876380848581903e-05,3.7852576042496366e-06,1.136843593485537e-05,1.0736135664046742e-05,1.7614159787626704e-05,0.0,4.8659164588751587e-05,1510.0,57.16806411743164,22.68020248413086,94880.1015625,0.004373956937342882,61.477696866589035
249263,other,SO168-DR96-1,Horomaka,Dredge,Sonne 168-96,,,SO168-DR96-1,37633,,"Hoernle, K. & Mortimer, N. & Werner, R.",Offshore Regions,U38,2786795.80602354,5678314.03220009,-44.0527,176.4523,,50.0,"Silke Vulkan. Northern slope of eastern cone of a group, east of Veryan Bank",Yes,"Basalt, high silica group",,,,basaltic,Quaternary,Paleocene,unknown,10609,whole rock,,139797;139620;139693,"Timm, C.;Timm, C.;Timm, C.",ICP-MS;TIMS;XRF,;;,Kiel U;Kiel U;Kiel U,;;,"January 1, 2010;January 1, 2010;January 1, 2010",Year;Year;Year,Timm et al 2010,,Step heat,12.9,1.1,47.01,2.58,14.16,,,1.27,11.27,0.09,5.94,9.73,2.93,1.06,0.68,,2.59,,0.24,,99.55,,164,44.8,27.8,227,2.6,36.1,3.89,1.68,1.71,16.7,4.76,3.16,0.68,22.3,0.18,25.5,23.2,91.8,2.95,5.67,28.1,17.5,5.15,450.0,1.39,0.73,2.8,0.22,0.71,179.0,21.4,1.34,99.1,141,,,,,,,,0.703248,2e-06,,0.512842,3e-06,,,,19.402,0.004,15.642,0.003,39.201,0.008,,,,,,,,,,,66.0,47,-165.39852996127647,-52.161165326456604,47.0,813.0,78.01414489746094,8.677944606461097e-06,0.0,3.7299253108358243e-06,0.0,6.825754098827019e-06,0.0,0.0,0.0,1510.0,0.0,0.0,0.0,0.0,32.51759986120858
106536,INS R (R),3746,Allochthon,Surface,,,,N62/503,1980-01-01 00:00:00,Decade,"Watters, W.A.",New Zealand,Y14,2965900.00000247,6392800.00004395,-37.5513641345891,178.159121091064,,50.0,Lottin Point Station,Yes,Pillow lava,,Matakaoa Volcanic Group,Matakaoa Volcanics,basaltic & lava flow,Miocene,Cretaceous,hand specimen,1622,whole rock,,15864,"Adams, C.J.",geochron methods,K-Ar,INS,R3746,"January 1, 2000",Decade,Nathan et al. 2000,,,32.95,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,47,-178.84676159623146,-48.30796865176509,47.0,8064.0,37.5069465637207,8.258045454567764e-06,3.265017039666418e-05,6.726657375111245e-06,2.2116588297649287e-05,1.0199519238085486e-05,7.548643225163687e-06,4.977109539322555e-06,0.0003574660859883886,120.0,0.0,0.0,0.0,0.0,38.24306725813891
